name,latitude,longitude,ndbi
Champsanglard,46.2801,1.8891,-0.29195952
Charritte-de-Bas,43.2951,-0.897,-0.12809724
Chartrettes,48.4943,2.7131,-0.35902348
Chastang CHASTANG (LE) 1 - Chastang Hydroelectric Generating Station France,45.15185,2.00985,0.19766627
Chaudanne Chaudanne Hydroelectric Power Station France - Chaudanne Hydroelectric Power Station France,43.848,6.544,0.17126392
Chautagne Chautagne Hydroelectric Power Station France - Chautagne Hydroelectric Power Station France,45.879,5.811,0.01803479
Cheylas CHEYLAS 1 - Cheylas (Le) Hydroelectric Power Station France,45.3846,6.00207,-0.13521707
Château-Chinon (Campagne),47.0563,3.9403,-0.2884538
Châtel-Montagne,46.1002,3.7168,-0.278608
Châtellerault,46.8153,0.5526,-0.03259898
Châtelus-le-Marcheix,46.0068,1.6256,-0.3712634
Cierp-Gaud,42.9129,0.6341,-0.30471897
Cize bolozon Cize Bolozon Hydroelectric Power Station France - Cize Bolozon Hydroelectric Power Station France,46.211,5.465,-0.022407321
Claux Claux Hydroelectric Power Station France - Claux Hydroelectric Power Station France,44.876,6.48,-0.123486586
Coiselet Coiselet Hydroelectric Power Station France - Coiselet Hydroelectric Power Station France,46.294,5.592,0.095523216
Combe d'avrieux COMBE DAVRIEUX 1 - Aussois + Combe d'Avrieux Hydroelectric Power Station France,45.21348,6.72053,-0.12686048
Cornimont,47.9686,6.8651,-0.25393993
Couesque COUESQUE - Couesque Hydroelectric Power Station France,44.69609,2.58555,0.12006692
Curbans CURBANS - Curbans Hydroelectric Power Station France,44.42078,6.02016,0.24234697
Cusset jonage Cusset-Jonage Hydroelectric Power Station France - Cusset-Jonage Hydroelectric Power Station France,45.79,5.025,0.012526806
DONZERE MONDRAGON - Bollene Hydroelectric Power Station France,44.304001,4.742,0.07291284
Domène,45.2044,5.8371,-0.07924179
Egets Egets Hydroelectric Power Station France - Egets Hydroelectric Power Station France,42.955,0.565,-0.29813892
Eguzon Eguzon Hydroelectric Power Station France - Eguzon Hydroelectric Power Station France,46.455,1.613,0.030233135
Enchanet Enchanet Hydroelectric Power Station France - Enchanet Hydroelectric Power Station France,45.082,2.194,-0.10156288
Entraygues-sur-Truyère,44.6548,2.5787,-0.3592191
Eygliers Eygliers Hydroelectric Power Station France - Eygliers Hydroelectric Power Station France,44.672,6.65,-0.04437201
Eymoutiers,45.7111,1.7405,-0.22090918
Faux-la-Montagne,45.7431,1.9351,-0.2677902
Felletin,45.8905,2.1825,-0.08499257
Fessenheim FESSENHEIM - Fessenheim Hydroelectric Power Station France,47.91466,7.57067,0.061323285
Foix,42.9654,1.6102,-0.018068107
Fontan,44.0215,7.5448,-0.2447558
Fontpédrouse,42.463,2.1949,-0.10300467
Fos,42.8607,0.7473,-0.16307117
Fumel,44.5079,0.9804,-0.2989683
Gaillac,43.9165,1.8862,-0.14785871
Gambsheim,48.682,7.919,-0.0026619446
Gargilesse-Dampierre,46.5061,1.6202,-0.2859022
Genissiat GENISSIAT - Genissiat Hydroelectric Power Station France,46.05271,5.81285,0.051366407
Germ,42.7767,0.4407,-0.18302216
Gerstheim GERSTHEIM - Gerstheim Hydroelectric Power Station France,48.40385,7.72775,0.107097276
Gervans Gervans Hydroelectric Power Station France - Gervans Hydroelectric Power Station France,45.136,4.806,-0.025879791
Gignac,43.66361111,3.55722222,-0.03176531
Giuncaggio,42.1921,9.3824,-0.16614547
Golinhac Golinhac Hydroelectric Power Station France - Golinhac Hydroelectric Power Station France,44.606,2.605,-0.18589093
Gour Noir (Le) Hydroelectric Power Station France - Gour Noir (Le) Hydroelectric Power Station France,45.071,2.067,-0.20552146
Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France,45.20597,6.11719,0.302381
Grandrif,45.5205,3.8348,-0.25577882
Grandval Grandval Hydroelectric Power Plant France - Grandval Hydroelectric Power Plant France,44.9219,3.0745,0.028308252
Grangent Grangent Hydroelectric Power Station France - Grangent Hydroelectric Power Station France,45.467,4.248,0.025769614
Guchen,42.8567,0.3213,-0.37748545
Hautefage Hautefage Hydroelectric Power Station France - Hautefage Hydroelectric Power Station France,45.06,1.994,-0.34324157
Hauteluce,45.7642,6.6156,-0.3096499
Hermillon HERMILLON,45.28424,6.35799,0.05786606
Hillion,48.5028,-2.6463,-0.22867566
Hospitalet l' Hospitalet (L') Hydroelectric Power Station France - Hospitalet (L') Hydroelectric Power Station France,42.588,1.797,0.0016546387
Hourat Hourat Hydroelectric Power Station France - Hourat Hydroelectric Power Station France,43.075,-0.42,-0.12639415
Izernore,46.2184,5.5632,-0.25583965
Jouques Jouques Hydroelectric Power Station France - Jouques Hydroelectric Power Station France,43.681,5.656,0.124443814
Jouy-aux-Arches,49.0644,6.0867,-0.351449
Kembs KEMBS - Kembs Hydroelectric Power Station France,47.655,7.52,0.100658275
L'Isle-Jourdain,46.2384,0.6985,-0.20437564
La Bastide-Puylaurent,44.5658,3.888,-0.2451001
La Bathie - Roseland,45.68545,6.62249,0.041769885
La Bresse,48.0184,6.9255,-0.27086058
La Bridoire,45.5299,5.7378,-0.2657126
La Grave,45.0601,6.2836,-0.22695449
La Llagonne,42.5377,2.094,-0.2931015
La Roche-de-Rame,44.7659,6.617,-0.1398893
La Soula,42.7225,0.41944444,-0.14747795
Lacourt,42.9332,1.1708,-0.33786732
Laguiole,44.6943,2.8677,-0.33911964
Lanau Lanau Hydroelectric Power Station France - Lanau Hydroelectric Power Station France,44.891,3.003,-0.11841626
Landry,45.5637,6.7617,-0.33900443
Langogne,44.7238,3.8338,-0.14652212
Lantosque,43.9706,7.3049,-0.19130065
Laparan,42.6717259,1.7009906,-0.12328513
Lardy Lardy Hydroelectric Power Station France - Lardy Hydroelectric Power Station France,44.662,2.583,0.092801504
Largue Largue Hydroelectric Power Station France - Largue Hydroelectric Power Station France,43.854,5.859,0.07072902
Laroquebrou,44.9744,2.1934,-0.2629258
Larrau,43.01,-0.973,-0.25027707
Laval,45.2362,5.9815,-0.26385984
Laval cere & Laval de Cere  1 & 2 Hydroelectric Power Station France - Laval de Cere  1 & 2 Hydroelectric Power Station France,44.953,1.95,-0.11514603
Laval-de-Cère/Barrage de Brugale,44.9443,1.9359,-0.30257207
Lavours,45.8115,5.7724,-0.21810782
Lazer le Lazer (Le) Hydroelectric Power Station France - Lazer (Le) Hydroelectric Power Station France,44.346,5.868,-0.06022959
Le Bourg-d'Hem,46.3006,1.8404,-0.26992378
Le Cannet-des-Maures,43.3739,6.3755,-0.079546735
Le Palais-sur-Vienne,45.8737,1.3248,-0.24837573
Le Tech,42.4418,2.513,-0.21587382
Licq atherey Licq-Atherey Hydroelectric Power Station France - Licq-Atherey Hydroelectric Power Station France,43.048,-0.886,-0.13171133
Livet-et-Gavet,45.0905,5.9188,-0.29912043
Livinhac-le-Haut,44.5968,2.2161,-0.2959987
Lot Lot Hydroelectric Power Station France - Lot Hydroelectric Power Station France,44.663,2.664,-0.10162767
Loudenvielle,42.7302,0.4323,4.0834046e-05
Lugo di nazza Lugo Di Nazza Hydroelectric Power Station France - Lugo Di Nazza Hydroelectric Power Station France,42.091,9.316,0.013644153
Lusigny-sur-Barse,48.263,4.2773,-0.29078323
Luz-Saint-Sauveur,42.8322,0.0177,-0.27239603
Luzenac,42.7199,1.7426,-0.27296463
MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,44.499001,4.708,0.09962315
Malgovert,45.61787,6.79074,-0.07489443
Mallemort Mallemort Hydroelectric Power Station France - Mallemort Hydroelectric Power Station France,43.715,5.205,0.023604888
Manosque voix Manosque-Voix Hydroelectric Power Station France - Manosque-Voix Hydroelectric Power Station France,43.85081,5.83276,0.057457
Marcillac - barrage la Valette,45.215,2.038,-0.24935153
Marckolsheim MARCKOLSHEIM - Marckolsheim Hydroelectric Power Station France,48.15371,7.5898,0.11460701
Mareges MAREGES - Mareges Hydroelectric Power Station France,45.39171,2.36446,0.16518968
Mazamet,43.458,2.3893,-0.37036723
Mazet Hydroelectric Power Station France - Mazet Hydroelectric Power Station France,45.801,1.803,-0.14349441
Metz/Central hydraulique de Metz-Wadrinau,49.1198,6.154,-0.08526872
Meyras,44.6766,4.2604,-0.25319216
Millac/La Roche,46.1954,0.7055,-0.07407652
Miramont-de-Comminges,43.0912,0.7558,-0.37869
Mirandol-Bourgnounac,44.1468,2.1715,-0.21349655
Mizoën,45.0431,6.1821,-0.1110941
Monceaux La Virolle Hydroelectric Power Station France - Monceaux La Virolle Hydroelectric Power Station France,45.576,1.84,-0.12986927
Montahut Montahut Hydroelectric Power Station France - Montahut Hydroelectric Power Station France,43.571,2.94,-0.14782469
Montauban,44.0226,1.3638,0.03713969
Montbrun,44.5114,1.9032,-0.14281859
Monteynard MONTEYNARD - Monteyard-Avigonnet Hydroelectric Power Station France,44.96118,5.68874,0.1386207
Montezic MONTEZIC 1 - Montezic Pump Storage Hydroelectric Power Station France,44.73766,2.64342,-0.19404794
Montpezat MONTPEZAT,44.69026,4.27215,-0.017434971
Montsapey,45.5313,6.3673,-0.37174073
Motz,45.9191,5.8448,-0.17970242
Moux charmines Moux Charmines Hydroelectric Power Station France - Moux Charmines Hydroelectric Power Station France,46.277,5.554,-0.21848355
Moûtiers,45.4864,6.5373,-0.21318945
Méolans-Revel,44.371,6.498,-0.20040193
Méréville,48.5912,6.1369,-0.316587
Nantes-en-Ratier,44.9279,5.8283,-0.18309367
Nentilla Nentilla Hydroelectric Power Station France - Nentilla Hydroelectric Power Station France,42.772,2.213,-0.18159753
Neuville-sur-Ain,46.08166667,5.37944444,-0.24761485
Noirefontaine/Dampjoux,47.3471,6.7644,-0.22375752
Nyer,42.5014,2.2744,-0.103009194
Ocana Ocana Hydroelectric Power Station France - Ocana Hydroelectric Power Station France,41.946,8.935,-0.100611806
Olargues,43.5411,2.9176,-0.2743846
Olette,42.5962,2.2423,-0.079465
Oloron-Sainte-Marie,43.16305556,-0.59194444,-0.20887715
Oo Hydroelectric Power Station France - Oo Hydroelectric Power Station France,42.804,0.56,-0.33403444
Oraison ORAISON - Oraison Hydroelectric Power Station France,43.92101,5.92438,0.005093755
Orelle,45.20308,6.57913,-0.24290459
Orgeix,42.6757,1.8767,-0.3303586
Orlu Orlu Hydroelectric Power Station France - Orlu Hydroelectric Power Station France,42.689,1.912,-0.16005543
Ottmarsheim OTTMARSHEIM - Ottmarsheim Hydroelectric Power Station France,47.77399,7.52246,0.069824465
Pardies,43.3858,-0.5879,0.06046532
Passy,45.954,6.7398,-0.20263985
Passy PASSY,45.91642,6.72592,-0.019141885
Perles-et-Castelet,42.7179,1.774,-0.41203037
Pied borne PIED DE BORNE - Pied-de-Borne Hydroelectric Power Station France,44.47198,3.98867,0.08031903
Pierre benite Pierre Benite Hydroelectric Power Station France - Pierre Benite Hydroelectric Power Station France,45.702,4.842,0.10249374
Pinet Hydroelectric Power Station France - Pinet Hydroelectric Power Station France,44.07,2.805,-0.13889472
Plouasne,48.3118,-2.0078,-0.28454882
Pointis-Inard,43.0837,0.7971,-0.27801967
Pointis-de-Rivière,43.0911,0.6255,-0.11776787
Pont-de-Roide,47.3853,6.7628,-0.26800093
Pontcharra,45.43293,6.03032,-0.25025654
Port-Mort,49.1697841,1.3876834,-0.0637502
Portillon le Portillon (Le) Hydroelectric Power Station France - Portillon (Le) Hydroelectric Power Station France,42.733,0.553,-0.21293889
Poses,49.3096743,1.2362412,-0.042457588
Pouget POUGET 4 - Pouget (Le) Hydroelectric Power Station France,44.0597,2.77,-0.11711086
Pragneres Hydroelectric Power Station France,42.8211,0.01033,-0.08776018
Pralognan-la-Vanoise,45.3501,6.7208,-0.25001183
Prayssac,44.502783,1.1732197,-0.15120283
Queige,45.71916667,6.49861111,-0.25159252
Quinson Quinson Hydroelectric Power Station France - Quinson Hydroelectric Power Station France,43.699,6.051,0.044440657
Rabodanges,48.8003,-0.2895,-0.14638956
Rance tidal RANCE - Rance Tidal Hydroelectric Power Station France,48.6180022,-2.0238876,0.09249934
Randens RANDENS,45.52711,6.31996,-0.037704963
Revin REVIN 1 - Revin Pump Storage Hydroelectric Power Station France,49.92556,4.61331,-0.2323689
Rhinau RHINAU - Rhinau Hydroelectric Power Station France,48.28412,7.67728,0.12345913
Rhue Rhue (La) Hydroelectric Power Station France - Rhue (La) Hydroelectric Power Station France,45.415,2.499,-0.23628052
Roanne,46.0451,4.0801,0.03854266
Romanche-Gavet,45.1171846,5.9590868,-0.023402061
Roquebillière,44.02138889,7.30722222,-0.066771545
Sablons PEAGE DE ROUSSILLON - Sablons Hydroelectric Power Station France,45.307,4.797,0.10121156
Sail-sous-Couzan,45.7367,3.9618,-0.28575933
Saint cassien Saint Cassien Hydroelectric Power Station France - Saint Cassien Hydroelectric Power Station France,43.602,6.841,-0.15447414
Saint chamas SAINT CHAMAS - Saint Chamas Hydroelectric Power Station France,43.52741,5.07342,0.11420993
Saint dalmas Saint Dalmas Hydroelectric Power Station France - Saint Dalmas Hydroelectric Power Station France,44.047,7.586,-0.029336132
Saint esteve SAINT ESTEVE - Saint Esteve-Janson Hydroelectric Power Station France,43.69049,5.38489,0.06275242
Saint georges commiers Saint Georges de Commiers Hydroelectric Power Station France - Saint Georges de Commiers Hydroelectric Power Station France,45.006,5.687,0.023139816
Saint guillerme SAINT GUILLERME - St. Guillerme Hydroelectric Power Station France,45.03048,6.07914,-0.15719372
Saint pierre cognet,44.87249,5.77319,-0.13654454
Saint-Alban-des-Villards,45.3146,6.2362,-0.31161696
Saint-Barthélemy-de-Séchilienne,45.0397,5.8221,-0.30189958
Saint-Barthélemy-le-Plain,45.0453,4.7436,-0.14868397
Saint-Christophe-en-Oisans,44.9289,6.2441,0.100010626
Saint-Cézaire-sur-Siagne,43.6597,6.8033,-0.0631845
Saint-Dalmas-le-Selvage,44.2894,6.841,-0.33783224
Saint-Denis-des-Murs,45.7797,1.5295,-0.24317726
Saint-Firmin,44.7936,6.0261,-0.3015578
Saint-Flour/Centrale hydroelectrique EDF de Sauviat,45.7102,3.5096,-0.1988856
Saint-Gervais-d'Auvergne,46.0192,2.8311,-0.18146464
Saint-Gervais-les-Bains,45.857,6.741,-0.40215462
Saint-Girons,42.9756,1.1531,-0.15331626
Saint-Jean-de-Maurienne,45.2719,6.3455,-0.096511275
Saint-Jeoire,46.1387,6.4645,-0.29319948
Saint-Julien-Mont-Denis,45.2803,6.4175,-0.3621572
Saint-Julien-le-Petit,45.8223,1.7051,-0.12869033
Saint-Laurent-du-Var,43.6865,7.1823,-0.05080472
Saint-Laurent-en-Beaumon,44.89527778,5.85805556,-0.2388279
Saint-Laurent-en-Royans,45.0098,5.3463,-0.2515625
Saint-Lizier,43.0002,1.1292,-0.042791888
Saint-Léonard-de-Noblat,45.841,1.4954,-0.29139325
Saint-Mamet-la-Salvetat,44.8566,2.3054,-0.071896926
Saint-Martin-du-Var,43.8162,7.1996,-0.28234553
Saint-Maurice-Navacelles,43.8448,3.5064,-0.008443208
Saint-Maurice-de-Lignon,45.2330869,4.1547189,-0.18176016
Saint-Maurice-en-Valgodemard,44.7984,6.1126,-0.274594
Saint-Paul-sur-Ubaye,44.559,6.8207,-0.007112761
Saint-Pierre-Chérignat,45.9602,1.6139,-0.35523373
Saint-Pierre-en-Faucigny,46.0468,6.37475,-0.24168457
Saint-Priest-Taurion,45.9063392,1.4122593,-0.1113174
Saint-Étienne-de-Cuines,45.3454,6.2602,-0.30945754
Sainte Helene - La Coche,45.49667,6.51038,-0.12564641
Sainte croix,43.73687,6.13423,0.08397222
Sainte tulle i&ii Sainte Tulle I&II Hydroelectric Power Station France - Sainte Tulle I&II Hydroelectric Power Station France,43.787,5.774,0.0614883
Sainte-Agnès,45.2106,5.96,-0.32350755
Sainte-Foy-Tarentaise,45.5844,6.9414,-0.28318316
Sainte-Marie-de-Cuines,45.3191,6.2942,-0.4109811
Salignac Salignac Hydroelectric Power Station France - Salignac Hydroelectric Power Station France,44.138,5.979,0.1701903
Salon Salon Hydroelectric Power Station France - Salon Hydroelectric Power Station France,43.633,5.114,0.14876482
Sarrans SARRANS - Sarrans Hydroelectric Power Station France,44.82942,2.74042,0.1616131
Sassenage,45.20856,5.65681,-0.1046517
Sault brenaz Sault Brenaz Hydroelectric Power Station France - Sault Brenaz Hydroelectric Power Station France,45.846,5.418,0.0013856263
Saussaz SAUSSAZ,45.20992,6.47663,-0.094007455
Saut mortier Saut Mortier Hydroelectric Power Station France - Saut Mortier Hydroelectric Power Station France,46.372,5.642,-0.028570062
Sautet le Sautet (Le) Hydroelectric Power Station France - Sautet (Le) Hydroelectric Power Station France,44.817,5.908,0.032635666
Sauto,42.5155,2.1488,-0.120151535
Serdinya,42.5763,2.3226,0.02016971
Serre poncon SERRE PONCON - Serre Poncon Hydroelectric Power Station France,44.47095,6.26967,0.25033578
Servières-le-Château,45.1402,2.0225,-0.31102455
Seyssel Hydroelectric Power Station France - Seyssel Hydroelectric Power Station France,45.971,5.834,0.008220737
Sisteron SISTERON 1 - Sisteron Hydroelectric Power Station France,44.17517,5.95215,0.25942954
Soulom Soulom Hydroelectric Power Station France - Soulom Hydroelectric Power Station France,42.953,-0.069,-0.01648519
St etienne cantales ST ETIENNE CANTALES - Saint Etienne Cantales Hydroelectric Power Station France,44.94516,2.21906,0.05241243
Strasbourg STRASBOURG - Strasbourg Hydroelectric Power Station France,48.52561,7.79456,0.0849587
Teich Teich Hydroelectric Power Station France - Teich Hydroelectric Power Station France,42.71,1.864,-0.18272094
Teillet-Argenty,46.2627,2.517,-0.30938593
Tende,44.0996,7.5403,-0.20315509
Tet (La) Hydroelectric Power Station France - Tet (La) Hydroelectric Power Station France,42.553,2.267,-0.08031194
Thuès-Entre-Valls,42.5036,2.23,-0.18370296
Tolla,41.9637369,8.9663116,0.5460607
Toulouse/Bazacle Complex,43.60277778,1.4325,-0.14292058
Tramezaygues,42.7442,0.41,-0.1490466
Triouzoune Hydroelectric Power Station France - Triouzoune Hydroelectric Power Station France,45.347,2.349,-0.23456836
Truel Truel Hydroelectric Power Station France - Truel Hydroelectric Power Station France,44.06,2.769,0.08830732
Tuilieres Tuilieres Hydroelectric Power Station France - Tuilieres Hydroelectric Power Station France,44.845,0.633,0.22152114
Usson,45.5271,3.3419,-0.18481438
Uzerche,45.4242,1.5653,-0.15457532
Val beynette Val Beynette Hydroelectric Power Station France - Val Beynette Hydroelectric Power Station France,45.416,2.372,-0.03176692
Valentine,43.09666667,0.70083333,-0.0172284
Vallabregues VALLABREGUES - Beaucaire Hydroelectric Power Station France,43.82415,4.64349,0.04111167
Varilhes,43.0551,1.6343,-0.29125684
Vaufrey,47.3405,6.9306,-0.28313306
Vaugris Vaugris Hydroelectric Power Station France - Vaugris Hydroelectric Power Station France,45.495,4.826,-0.019870386
Venthon,45.69389,6.40457,-0.17382465
Villar-d'Arêne,45.0001,6.3639,-0.16032766
Villard-sur-Doron,45.7274,6.5193,-0.28562725
Villarodin VILLARODIN 1 - Villarodin Hydroelectric Power Station France,45.21466,6.71208,0.07053178
Villaroger,45.5574,6.8693,-0.106685154
Villefranche-de-Panat,44.0976,2.7161,-0.23168845
Villelongue,42.9429,-0.0167,-0.2600025
Villerest Hydroelectric Power Station France - Villerest Hydroelectric Power Station France,45.9869,4.04938,-0.074662186
Vinon Vinon Hydroelectric Power Station France - Vinon Hydroelectric Power Station France,43.725,5.827,-0.019102454
Vogelgrun VOGELGRUN - Vogelgrun Hydroelectric Power Station France,48.0203,7.57393,0.11360059
Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,46.39734,5.66556,0.17872083
Voutezac,45.2928,1.4406,-0.3504595
Zicavo,41.8845,9.167,-0.05756969
Épierre,45.4523,6.3254,-0.32154304
Atshesi (Atsi) Hydroelectric Power Plant Georgia,41.5841,41.8903,-0.10124491
Chitakhevi Hydroelectric Power Plant Georgia,41.7914,43.302,-0.087353885
Dzevrula (Tkibuki-II) Hydroelectric Power Plants Georgia,42.2629,42.9582,-0.24311748
Gumati I and II Hydroelectric Power Plants Georgia,42.3202,42.704,-0.24286401
Inguri (Enguri) Dam Hydroelectric Power Station Georgia,42.7584,42.0309,0.16525522
Khrami I Hydroelectric Power Plant Georgia,41.5489,44.1235,-0.011763085
Khrami II Hydroelectric Power Plant Georgia,41.5461,44.1277,-0.13509133
Lajanuri Hydroelectric Power Plant Georgia,42.589,42.8519,-0.037007235
Ortachala Hydroelectric Power Plant Georgia,41.6831,44.8266,-0.079594485
Rioni Hydroelectric Power Plant Georgia,42.2006,42.7258,-0.12298291
Satskhenisi Hydroelectric Power Plant Georgia,41.7048,44.9328,-0.05709617
Shaori Hydroelectric Power Plants Georgia,42.3637,43.0034,-0.14704168
Vardnili I Hydroelectric Power Plant Georgia,42.6524,41.7619,-0.09671839
Vartsikhe Cascade Hydroelectric Power Plants Georgia,42.1545,42.7088,-0.07850504
Zahesi Hydroelectric Power Plant Georgia,41.8226,44.76,-0.1754008
Zhinvali Hydroelectric Power Plant Georgia,42.1349,44.7721,0.004245097
Albbruck dogern,47.5985,8.171,0.10038456
Altheim,48.5837,12.2186,-0.016912203
Altusried M2,47.817052,10.227499,-0.03168313
Alzwerke,48.18324,12.85345,-0.05849242
Aufkirchen,48.3066864,11.858847,-0.22937422
Bergheim,48.750807,11.273237,0.016972352
Bertoldsheim,48.735932,11.020923,0.0023660737
Bigge,51.093173,7.86272,-0.09186724
Bittenbrunn,48.734459,11.14382,0.06534805
Bleiloch,50.52438482,11.71438694,0.061343275
Bobingen M1,48.26,10.8,-0.28737584
Dessau,47.739292,10.825702,-0.031606313
Dettingen,48.11222222,10.13277778,-0.114818394
Detzem,49.810941,6.843882,-0.097414255
Dingolfing,48.63404,12.48369,0.038262624
Dornau,47.8001993,10.9026434,-0.14353032
Egglfing,48.3202287,13.31740725,-0.1451739
Eitting,48.3585905,11.8821921,-0.020096445
Ellgau,48.596746,10.8789,-0.05278177
Enkirch,49.97667,7.127777,0.00040572777
Erzhausen PSW Erzhausen Block 1 - Erzhausen Pumped Storage Power Plant Germany,51.89912,9.92452,-0.04354337
Ettling,48.6960722,12.7977619,-0.31716588
Faimingen,48.558394,10.411764,-0.07771255
Fankel,50.123918,7.225915,-0.027445843
Fluhmühle,47.839568,10.192668,-0.15081279
Gars,48.15395,12.31107,-0.09939109
Geesthacht,53.41888889,10.39388889,-0.08124791
Geisling,48.974806,12.344002,0.0066325166
Goldisthal PSW Goldisthal PSS A - Goldisthal Pumped Storage Power Plant Germany,50.50975864,11.02087498,0.0048815017
Großaitingen M1,48.23,10.76,-0.07337201
Gummering,48.622456,12.398037,0.009542338
Haeusern Schluchsee,47.755001,8.188,0.05856896
Haminan höyrykattilalaitos,51.520132,14.337383,-0.0031640788
Heimbach,50.628568,6.451776,-0.18436171
Hemfurth,51.167139,9.046832,-0.045376867
Hohenwarte,50.61433423,11.49212837,0.124970555
Höchstädt,48.603156,10.582724,-0.12784873
Ingolstadt,48.750317,11.412153,0.089809105
Inningen M1,48.29,10.83,-0.18087065
Jettenbach,48.177714,12.381857,-0.2028466
KW Gundelsheim,49.280578,9.156055,-0.085659556
KW Öpfingen,48.29463,9.830391,-0.100460306
Kachlet,48.5797112,13.4082738,0.14862548
Kaufering,48.084026,10.864936,-0.06622533
Koblenz,50.365855,7.58171,-0.01751783
Koepchenwerk Koepchenwerk - Koepchenwerk II (Herdecke) Pumped Storage Power Plant Germany,51.41048,7.45314,-0.053325824
Kraftwerk Rothenfels,49.90018,9.58676,-0.05964862
Landau,48.667862,12.660027,0.070800304
Laufwasserkraftwerk Hengstey,51.400404,7.45204,-0.112073146
Legau M1,47.869845,10.181145,-0.1364799
Lehmen,50.274724,7.458957,-0.05399593
Leitzach,47.873938,11.87099,-0.008948334
Markersbach PSW Markersbach PSS A - Markersbach Pumped Storage Power Plant Germany,50.51938,12.87976,-0.07960608
Meitingen,48.546994,10.86507,-0.019241761
Merching,48.2704497,10.9773463,-0.06864618
Mittelstetten M1,49.21,10.72,-0.2431774
Müden,50.18416667,7.33277778,0.0052621667
Mühltal,47.99629724,11.48542787,-0.1280284
Neef,50.087362,7.135809,-0.07134542
Niederaichbach,48.6039132,12.3023425,0.029154958
Niederwartha,51.09153428,13.60982895,0.058197565
Nußdorf,47.74444,12.1348886,-0.13421398
Obernach,47.554694,11.291366,-0.07917571
Oberpeiching,48.646423,10.879086,0.027112214
PSW Hohenwarte II PSS A,50.615002,11.492,0.08498688
Perach,48.0261021,12.789632,-0.12082347
Pfrombach,48.44132,11.99233,-0.11670603
Pielweichs,48.76166667,12.87027778,0.08983644
Prem,47.692726,10.797592,0.00018757783
Prittriching,48.21062,10.904933,0.015700758
Psw langenprozelten,50.05313,9.58137,-0.13520427
Psw vianden Vianden 1 - Vianden Pumped Storage Power Plant Luxembourg,49.95156713,6.180031287,-0.18108803
Pumpspeicherkraftwerk glems,48.50499,9.28692,-0.13571265
Pumpspeicherwerk rönkhausen Rönkhausen Pumped Storage Power Plant Germany - Rönkhausen Pumped Storage Power Plant Germany,51.22475,7.99281,-0.19351882
Radag,47.58629,8.13207,-0.05955291
Rain,48.692383,10.897786,-0.09315729
Reckingen,47.57122,8.338716,0.05705379
Reisach,49.53002,12.28481,-0.09291174
Rheinfelden,47.56990573,7.810113464,-0.035432532
Rheinkraftwerk iffezheim Rheinkraftwerk Iffezheim,48.83135,8.11216,-0.049086347
Rosenheim,47.83825,12.15333,-0.318409
Roßhaupten,47.651451,10.735525,-0.24090101
Rudolf fettweis werk,48.67128595,8.354376729,-0.08282932
Scheuring,48.180229,10.8833102,0.09946375
Schwabmünchen M1,48.191,10.729,0.03518028
Schwabstadl,48.148375,10.867023,0.05387019
Schwammenauel,50.628507,6.479111,-0.26549456
Schwarzenbach,48.6559308,8.3262275,0.13671108
Serrig,49.566954,6.592348,0.02402979
Sorpesee,51.3510404,7.9680569,-0.14277048
Stammham,48.24932,12.86469,-0.22472788
Straubing,48.89659,12.55752,-0.1070626
Säckingen,47.5619736,7.95484645,-0.09411009
Säckingen run-of-river,47.55828,7.9558,-0.045421343
Tannheim,48.00795,10.118537,-0.13214922
Tanzmühle,49.552216,12.281256,-0.16453433
Teufelsbruck,48.11444444,12.27194444,-0.22109629
Trier,49.728029,6.624451,-0.032607585
Töging,48.2518176,12.5873078,-0.096243165
Unterbergen,48.237449,10.92718,0.026670782
Unteropfingen,48.0612649,10.1284379,-0.1781761
Uppenborn,48.473474,11.95481,-0.15913375
Uppenborn 2,48.5152,12.101,-0.087731205
Urspring,47.71598,10.825785,0.13689595
Vohburg,48.778103,11.60119,-0.04221095
WKW Großarmschlag Hauptkraftwerk,48.883166,13.359728,-0.24242398
WKW II/ Alzarkraftwerke Heider,48.068,12.576,-0.09218204
WKW III,48.154,12.652,-0.19843693
Walchensee,47.631354,11.337054,-0.16666968
Waldeck I Pumped Storage Power Plant Germany - Waldeck I Pumped Storage Power Plant Germany,51.166,9.0461,-0.021693671
Waldeck bringhausen Waldeck II M5 - Waldeck II Pumped Storage Power Plant Germany,51.167139,9.046832,-0.045376867
Waldshut Schluchsee,47.61777,8.1926,0.115143605
Wasserburg,48.05699,12.22074,-0.13913193
Wasserkraftanlage Odertalsperre,51.646122,10.504712,-0.14749607
Wasserkraftanlage Okertalsperre,51.86256,10.471185,-0.21014243
Wehr Kraftwerk Wehr - Wehr Pumped Storage Hydroelectric Power Plant Germany,47.64529898,7.91819945,-0.20239587
Wendefurth Wendefurth Pumped Storage Power Plant Germany - Wendefurth Pumped Storage Power Plant Germany,51.74223,10.91879,0.050749067
Weserkraftwerk bremen,53.061134,8.864937,-0.07265194
Wintrich,49.879784,6.948762,-0.025702087
Witznau Schluchsee,47.68791,8.25159,-0.03238052
Zeltingen,49.951074,7.023166,-0.028607532
AGRAS,40.806,22.003,0.09261714
